epoch,train_loss,val_loss
996,-10467.943500496749,
997,-10399.63170610549,
998,-10474.036494084176,
999,-10314.025085802023,
1000,-10514.059948518787,-10157.749816894531
1001,-10482.9511154263,
1002,-10408.313662843208,
1003,-10331.720917630058,
1004,-10528.190774024566,
1005,-10433.212664830202,-10108.268188476562
1006,-10328.7831466763,
1007,-10490.844303197255,
1008,-10462.3534591763,
1009,-10410.085135928468,
1010,-10475.526113168353,-10131.427795410156
1011,-10500.370557487355,
1012,-10547.962360007225,
1013,-10544.05852036669,
1014,-10406.195346369219,
1015,-10319.525063222543,-9960.922241210938
1016,-10411.712077763728,
1017,-10505.51256548049,
1018,-10427.192523934249,
1019,-10514.768989342485,
1020,-10500.07512192919,-10269.325439453125
1021,-10289.18256638367,
